model,file,intensity,accuracy,precision,recall
models/model_1/weights_model_1.hdf5,patch_75_4_by_12_LC08_L1TP_048027_20160420_20170223_01_T1,0.0,0.9008517861366272,0.9979604482650757,0.8992823958396912
models/model_1/weights_model_1.hdf5,patch_76_4_by_13_LC08_L1TP_032029_20160420_20170223_01_T1,0.0,0.9678005576133728,0.9677616357803345,0.9999719262123108
models/model_1/weights_model_1.hdf5,patch_77_4_by_14_LC08_L1TP_033022_20161020_20170219_01_T1,0.0,0.9994913935661316,0.9999592900276184,0.9995320439338684
models/model_1/weights_model_1.hdf5,patch_78_4_by_12_LC08_L1TP_064018_20160420_20170223_01_T1,0.0,0.999755859375,0.0,0.0
models/model_1/weights_model_1.hdf5,patch_91_5_by_11_LC08_L1TP_002053_20160520_20170324_01_T1,0.0,0.9932522177696228,0.0,0.0
models/model_1/weights_model_1.hdf5,patch_94_5_by_10_LC08_L1TP_021034_20170731_20170811_01_T1,0.0,0.9745076298713684,0.940097987651825,0.6376500725746155
models/model_1/weights_model_1.hdf5,patch_99_5_by_15_LC08_L1TP_021034_20170731_20170811_01_T1,0.0,0.9792887568473816,0.9516375660896301,0.6942831873893738
models/model_1/weights_model_1.hdf5,patch_105_6_by_5_LC08_L1TP_034047_20160520_20170324_01_T1,0.01,0.8888685703277588,0.9895230531692505,0.6188966631889343
models/model_1/weights_model_1.hdf5,patch_111_6_by_11_LC08_L1TP_002054_20160520_20170324_01_T1,0.01,0.9238145351409912,0.7232593297958374,0.9792311787605286
models/model_1/weights_model_1.hdf5,patch_111_6_by_6_LC08_L1TP_047023_20160920_20170221_01_T1,0.01,0.9066298007965088,0.9918823838233948,0.6441629528999329
models/model_1/weights_model_1.hdf5,patch_117_6_by_12_LC08_L1TP_026031_20161222_20170218_01_T1,0.01,0.4643419086933136,1.0,0.4643419086933136
models/model_1/weights_model_1.hdf5,patch_117_6_by_12_LC08_L1TP_030033_20170815_20170825_01_T1,0.01,0.9947645664215088,0.2913968563079834,0.9813084006309509
models/model_1/weights_model_1.hdf5,patch_119_6_by_9_LC08_L1TP_061017_20160720_20170223_01_T1,0.01,0.9807332158088684,0.9816195368766785,0.9986899495124817
models/model_1/weights_model_1.hdf5,patch_125_6_by_20_LC08_L1TP_044027_20160220_20170224_01_T1,0.01,0.8790079951286316,0.9722327589988708,0.7844740152359009
models/model_1/weights_model_1.hdf5,patch_126_7_by_6_LC08_L1TP_034047_20160520_20170324_01_T1,0.01,0.8865898847579956,0.9944442510604858,0.8702497482299805
models/model_1/weights_model_1.hdf5,patch_129_7_by_9_LC08_L1TP_002053_20160520_20170324_01_T1,0.01,0.9863755702972412,0.9613490104675293,0.5708820819854736
models/model_1/weights_model_1.hdf5,patch_132_7_by_12_LC08_L1TP_028036_20161220_20170218_01_T1,0.01,0.9998033046722412,0.0,0.0
models/model_1/weights_model_1.hdf5,patch_134_7_by_8_LC08_L1TP_029040_20160720_20170222_01_T1,0.01,0.9674140214920044,0.6849261522293091,0.8155136108398438
models/model_1/weights_model_1.hdf5,patch_141_7_by_15_LC08_L1TP_032029_20160420_20170223_01_T1,0.01,0.7900187373161316,0.7776132822036743,0.9984050393104553
models/model_1/weights_model_1.hdf5,patch_155_9_by_3_LC08_L1TP_018247_20160520_20170223_01_T1,0.01,0.9075791835784912,0.9941487908363342,0.9123815894126892
models/model_1/weights_model_1.hdf5,patch_159_8_by_12_LC08_L1TP_045020_20160720_20170221_01_T1,0.01,0.9433322548866272,0.9581180214881897,0.9286804795265198
models/model_1/weights_model_1.hdf5,patch_169_8_by_15_LC08_L1TP_054019_20160820_20170221_01_T1,0.01,0.9791938066482544,0.9829874634742737,0.9954676628112793
models/model_1/weights_model_1.hdf5,patch_174_9_by_6_LC08_L1TP_032029_20160420_20170223_01_T1,0.01,0.6661241054534912,0.5623289942741394,0.9979277849197388
models/model_1/weights_model_1.hdf5,patch_179_9_by_11_LC08_L1TP_021034_20170731_20170811_01_T1,0.01,0.9823947548866272,0.9993928074836731,0.3881160020828247
models/model_1/weights_model_1.hdf5,patch_183_9_by_15_LC08_L1TP_048027_20160420_20170223_01_T1,0.01,0.96405029296875,0.9982531666755676,0.935870885848999
models/model_1/weights_model_1.hdf5,patch_195_10_by_6_LC08_L1TP_032029_20160420_20170223_01_T1,0.01,0.8113674521446228,0.5751864910125732,0.9964107871055603
models/model_1/weights_model_1.hdf5,patch_201_9_by_9_LC08_L1TP_061009_20160720_20170223_01_T1,0.01,0.9973280429840088,0.0,0.0
models/model_1/weights_model_1.hdf5,patch_205_10_by_16_LC08_L1TP_026031_20161222_20170218_01_T1,0.01,0.1690334677696228,1.0,0.1690334677696228
models/model_1/weights_model_1.hdf5,patch_209_11_by_9_LC08_L1TP_034047_20160520_20170324_01_T1,0.01,0.8655598759651184,0.9894576072692871,0.6982500553131104
models/model_1/weights_model_1.hdf5,patch_216_11_by_6_LC08_L1TP_045019_20160720_20170221_01_T1,0.01,0.9349907636642456,0.9624561071395874,0.9415223002433777
models/model_1/weights_model_1.hdf5,patch_222_11_by_12_LC08_L1TP_029040_20160720_20170222_01_T1,0.01,0.8953382968902588,0.7752615213394165,0.9703850150108337
models/model_1/weights_model_1.hdf5,patch_226_11_by_16_LC08_L1TP_033026_20161020_20170219_01_T1,0.01,0.9605848789215088,0.9898449778556824,0.39079976081848145
models/model_1/weights_model_1.hdf5,patch_237_12_by_6_LC08_L1TP_032029_20160420_20170223_01_T1,0.01,0.8869425654411316,0.7038012146949768,0.9879119396209717
models/model_1/weights_model_1.hdf5,patch_249_13_by_9_LC08_L1TP_002054_20160520_20170324_01_T1,0.01,0.9842190146446228,0.9842140674591064,0.9999098777770996
models/model_1/weights_model_1.hdf5,patch_260_13_by_8_LC08_L1TP_032029_20160420_20170223_01_T1,0.01,0.9813639521598816,0.09733640402555466,0.9899665713310242
models/model_1/weights_model_1.hdf5,patch_260_13_by_8_LC08_L1TP_045019_20160720_20170221_01_T1,0.01,0.9532606601715088,0.9418256282806396,0.9034831523895264
models/model_1/weights_model_1.hdf5,patch_266_13_by_14_LC08_L1TP_033036_20170804_20170812_01_T1,0.01,0.9230075478553772,0.8564063310623169,0.7009503245353699
models/model_1/weights_model_1.hdf5,patch_277_14_by_4_LC08_L1TP_019033_20161221_20170218_01_T1,0.01,0.9832560420036316,0.9892253875732422,0.9938017725944519
models/model_1/weights_model_1.hdf5,patch_295_15_by_15_LC08_L1TP_032031_20160420_20170223_01_T1,0.01,0.9979451298713684,0.9984838962554932,0.9994555711746216
models/model_1/weights_model_1.hdf5,patch_302_16_by_2_LC08_L1TP_002054_20160520_20170324_01_T1,0.01,0.889404296875,0.8470898270606995,0.9938911199569702
models/model_1/weights_model_1.hdf5,patch_310_15_by_16_LC08_L1TP_045026_20160720_20170221_01_T1,0.01,0.9610392451286316,0.9461359977722168,0.9357419013977051
models/model_1/weights_model_1.hdf5,patch_313_16_by_13_LC08_L1TP_032031_20160420_20170223_01_T1,0.01,0.8960774540901184,0.8833383917808533,0.9351679086685181
models/model_1/weights_model_1.hdf5,patch_318_16_by_3_LC08_L1TP_045026_20160720_20170221_01_T1,0.01,0.9468994140625,0.9404044151306152,0.8346803188323975
models/model_1/weights_model_1.hdf5,patch_324_16_by_9_LC08_L1TP_029040_20160720_20170222_01_T1,0.01,0.9168565273284912,0.8093743920326233,0.9803400635719299
models/model_1/weights_model_1.hdf5,patch_328_16_by_13_LC08_L1TP_045019_20160720_20170221_01_T1,0.01,0.9439833164215088,0.9599310159683228,0.9725114107131958
models/model_1/weights_model_1.hdf5,patch_335_17_by_15_LC08_L1TP_002053_20160520_20170324_01_T1,0.01,0.8469035029411316,0.7608051896095276,0.9842851758003235
models/model_1/weights_model_1.hdf5,patch_346_17_by_10_LC08_L1TP_029040_20160720_20170222_01_T1,0.01,0.91925048828125,0.838173508644104,0.9873675107955933
models/model_1/weights_model_1.hdf5,patch_346_17_by_10_LC08_L1TP_034034_20160520_20170223_01_T1,0.01,0.9641384482383728,0.9706316590309143,0.9414176344871521
models/model_1/weights_model_1.hdf5,patch_356_18_by_16_LC08_L1TP_034047_20160520_20170324_01_T1,0.01,0.8843112587928772,0.9614864587783813,0.9009608626365662
models/model_1/weights_model_1.hdf5,patch_434_20_by_16_LC08_L1TP_066017_20160520_20170223_01_T1,0.01,0.8553263545036316,1.0,0.8552899956703186
models/model_1/weights_model_1.hdf5,patch_75_4_by_12_LC08_L1TP_048027_20160420_20170223_01_T1,0.01,0.9035915732383728,0.9974573254585266,0.9025793075561523
models/model_1/weights_model_1.hdf5,patch_76_4_by_13_LC08_L1TP_032029_20160420_20170223_01_T1,0.01,0.9666544795036316,0.9666261672973633,1.0
models/model_1/weights_model_1.hdf5,patch_77_4_by_14_LC08_L1TP_033022_20161020_20170219_01_T1,0.01,0.9998033046722412,0.9999592900276184,0.9998440146446228
models/model_1/weights_model_1.hdf5,patch_78_4_by_12_LC08_L1TP_064018_20160420_20170223_01_T1,0.01,0.9997287392616272,0.0,0.0
models/model_1/weights_model_1.hdf5,patch_91_5_by_11_LC08_L1TP_002053_20160520_20170324_01_T1,0.01,0.9931708574295044,0.0,0.0
models/model_1/weights_model_1.hdf5,patch_94_5_by_10_LC08_L1TP_021034_20170731_20170811_01_T1,0.01,0.97845458984375,0.9093571305274963,0.7324185371398926
models/model_1/weights_model_1.hdf5,patch_99_5_by_15_LC08_L1TP_021034_20170731_20170811_01_T1,0.01,0.98138427734375,0.919039249420166,0.7604957818984985
models/model_1/weights_model_1.hdf5,patch_105_6_by_5_LC08_L1TP_034047_20160520_20170324_01_T1,0.02,0.8870103359222412,0.9882563948631287,0.6131482124328613
models/model_1/weights_model_1.hdf5,patch_111_6_by_11_LC08_L1TP_002054_20160520_20170324_01_T1,0.02,0.9025404453277588,0.6666271090507507,0.9884187579154968
models/model_1/weights_model_1.hdf5,patch_111_6_by_6_LC08_L1TP_047023_20160920_20170221_01_T1,0.02,0.9151543378829956,0.9883702993392944,0.6798593997955322
models/model_1/weights_model_1.hdf5,patch_117_6_by_12_LC08_L1TP_026031_20161222_20170218_01_T1,0.02,0.2313639372587204,1.0,0.2313639372587204
models/model_1/weights_model_1.hdf5,patch_117_6_by_12_LC08_L1TP_030033_20170815_20170825_01_T1,0.02,0.9938896894454956,0.26072606444358826,0.9844236969947815
models/model_1/weights_model_1.hdf5,patch_119_6_by_9_LC08_L1TP_061017_20160720_20170223_01_T1,0.02,0.9794989824295044,0.9800722599029541,0.9990209937095642
models/model_1/weights_model_1.hdf5,patch_125_6_by_20_LC08_L1TP_044027_20160220_20170224_01_T1,0.02,0.8869086503982544,0.9676162004470825,0.8045316338539124
models/model_1/weights_model_1.hdf5,patch_126_7_by_6_LC08_L1TP_034047_20160520_20170324_01_T1,0.02,0.8815850019454956,0.9941682815551758,0.8645185232162476
models/model_1/weights_model_1.hdf5,patch_129_7_by_9_LC08_L1TP_002053_20160520_20170324_01_T1,0.02,0.9858466386795044,0.9689614176750183,0.5479297637939453
models/model_1/weights_model_1.hdf5,patch_132_7_by_12_LC08_L1TP_028036_20161220_20170218_01_T1,0.02,0.9996880292892456,0.0,0.0
models/model_1/weights_model_1.hdf5,patch_134_7_by_8_LC08_L1TP_029040_20160720_20170222_01_T1,0.02,0.9628024697303772,0.6428637504577637,0.8126019239425659
models/model_1/weights_model_1.hdf5,patch_141_7_by_15_LC08_L1TP_032029_20160420_20170223_01_T1,0.02,0.7855902910232544,0.773675799369812,0.9990819692611694
models/model_1/weights_model_1.hdf5,patch_155_9_by_3_LC08_L1TP_018247_20160520_20170223_01_T1,0.02,0.5300021767616272,0.9981428980827332,0.528098464012146
models/model_1/weights_model_1.hdf5,patch_159_8_by_12_LC08_L1TP_045020_20160720_20170221_01_T1,0.02,0.9463093876838684,0.9493234753608704,0.9443774819374084
models/model_1/weights_model_1.hdf5,patch_169_8_by_15_LC08_L1TP_054019_20160820_20170221_01_T1,0.02,0.9782443642616272,0.9813711047172546,0.9961556792259216
models/model_1/weights_model_1.hdf5,patch_174_9_by_6_LC08_L1TP_032029_20160420_20170223_01_T1,0.02,0.6429961919784546,0.5456894040107727,0.9989559650421143
models/model_1/weights_model_1.hdf5,patch_179_9_by_11_LC08_L1TP_021034_20170731_20170811_01_T1,0.02,0.9862399697303772,0.9915555715560913,0.5260551571846008
models/model_1/weights_model_1.hdf5,patch_183_9_by_15_LC08_L1TP_048027_20160420_20170223_01_T1,0.02,0.9696180820465088,0.9976465106010437,0.9466521143913269
models/model_1/weights_model_1.hdf5,patch_195_10_by_6_LC08_L1TP_032029_20160420_20170223_01_T1,0.02,0.7920261025428772,0.5510150194168091,0.9973147511482239
models/model_1/weights_model_1.hdf5,patch_201_9_by_9_LC08_L1TP_061009_20160720_20170223_01_T1,0.02,0.9973280429840088,0.0,0.0
models/model_1/weights_model_1.hdf5,patch_205_10_by_16_LC08_L1TP_026031_20161222_20170218_01_T1,0.02,0.1056111678481102,1.0,0.1056111678481102
models/model_1/weights_model_1.hdf5,patch_209_11_by_9_LC08_L1TP_034047_20160520_20170324_01_T1,0.02,0.8602634072303772,0.9892504811286926,0.6860845685005188
models/model_1/weights_model_1.hdf5,patch_216_11_by_6_LC08_L1TP_045019_20160720_20170221_01_T1,0.02,0.9382527470588684,0.9512233734130859,0.9587339162826538
models/model_1/weights_model_1.hdf5,patch_222_11_by_12_LC08_L1TP_029040_20160720_20170222_01_T1,0.02,0.8847249150276184,0.7529802322387695,0.9785845279693604
models/model_1/weights_model_1.hdf5,patch_226_11_by_16_LC08_L1TP_033026_20161020_20170219_01_T1,0.02,0.9620632529258728,0.9862293601036072,0.4155940115451813
models/model_1/weights_model_1.hdf5,patch_237_12_by_6_LC08_L1TP_032029_20160420_20170223_01_T1,0.02,0.8705308437347412,0.6733846068382263,0.9904270768165588
models/model_1/weights_model_1.hdf5,patch_249_13_by_9_LC08_L1TP_002054_20160520_20170324_01_T1,0.02,0.9823201298713684,0.9822785258293152,0.9999722838401794
models/model_1/weights_model_1.hdf5,patch_260_13_by_8_LC08_L1TP_032029_20160420_20170223_01_T1,0.02,0.9863959550857544,0.1290743201971054,0.9933110475540161
models/model_1/weights_model_1.hdf5,patch_260_13_by_8_LC08_L1TP_045019_20160720_20170221_01_T1,0.02,0.9547390341758728,0.9190240502357483,0.9348671436309814
models/model_1/weights_model_1.hdf5,patch_266_13_by_14_LC08_L1TP_033036_20170804_20170812_01_T1,0.02,0.9275241494178772,0.8290038108825684,0.7658239603042603
models/model_1/weights_model_1.hdf5,patch_277_14_by_4_LC08_L1TP_019033_20161221_20170218_01_T1,0.02,0.9778103232383728,0.990587592124939,0.9868175983428955
models/model_1/weights_model_1.hdf5,patch_295_15_by_15_LC08_L1TP_032031_20160420_20170223_01_T1,0.02,0.9976535439491272,0.9980160593986511,0.9996325373649597
models/model_1/weights_model_1.hdf5,patch_302_16_by_2_LC08_L1TP_002054_20160520_20170324_01_T1,0.02,0.8729994297027588,0.8259791731834412,0.9970195293426514
models/model_1/weights_model_1.hdf5,patch_310_15_by_16_LC08_L1TP_045026_20160720_20170221_01_T1,0.02,0.9613783359527588,0.9334899187088013,0.9512693881988525
models/model_1/weights_model_1.hdf5,patch_313_16_by_13_LC08_L1TP_032031_20160420_20170223_01_T1,0.02,0.8882378339767456,0.8703340291976929,0.9370605945587158
models/model_1/weights_model_1.hdf5,patch_318_16_by_3_LC08_L1TP_045026_20160720_20170221_01_T1,0.02,0.9478420615196228,0.920146644115448,0.8603199124336243
models/model_1/weights_model_1.hdf5,patch_324_16_by_9_LC08_L1TP_029040_20160720_20170222_01_T1,0.02,0.9004313349723816,0.7743160128593445,0.9878811240196228
models/model_1/weights_model_1.hdf5,patch_328_16_by_13_LC08_L1TP_045019_20160720_20170221_01_T1,0.02,0.9419962763786316,0.9505753517150879,0.9804818630218506
models/model_1/weights_model_1.hdf5,patch_335_17_by_15_LC08_L1TP_002053_20160520_20170324_01_T1,0.02,0.8226792812347412,0.7291733026504517,0.9917176961898804
models/model_1/weights_model_1.hdf5,patch_346_17_by_10_LC08_L1TP_029040_20160720_20170222_01_T1,0.02,0.9009670615196228,0.8041553497314453,0.9924034476280212
models/model_1/weights_model_1.hdf5,patch_346_17_by_10_LC08_L1TP_034034_20160520_20170223_01_T1,0.02,0.9647420048713684,0.9652191400527954,0.9485799074172974
models/model_1/weights_model_1.hdf5,patch_356_18_by_16_LC08_L1TP_034047_20160520_20170324_01_T1,0.02,0.8796589970588684,0.9662810564041138,0.8905127644538879
models/model_1/weights_model_1.hdf5,patch_434_20_by_16_LC08_L1TP_066017_20160520_20170223_01_T1,0.02,0.8458523154258728,1.0,0.8458136320114136
models/model_1/weights_model_1.hdf5,patch_75_4_by_12_LC08_L1TP_048027_20160420_20170223_01_T1,0.02,0.8727552890777588,0.9980848431587219,0.8700519800186157
models/model_1/weights_model_1.hdf5,patch_76_4_by_13_LC08_L1TP_032029_20160420_20170223_01_T1,0.02,0.9663628339767456,0.9663757681846619,0.9999648928642273
models/model_1/weights_model_1.hdf5,patch_77_4_by_14_LC08_L1TP_033022_20161020_20170219_01_T1,0.02,0.9975382685661316,0.9999932050704956,0.9975449442863464
models/model_1/weights_model_1.hdf5,patch_78_4_by_12_LC08_L1TP_064018_20160420_20170223_01_T1,0.02,0.9998033046722412,0.0,0.0
models/model_1/weights_model_1.hdf5,patch_91_5_by_11_LC08_L1TP_002053_20160520_20170324_01_T1,0.02,0.9966633915901184,0.0,0.0
models/model_1/weights_model_1.hdf5,patch_94_5_by_10_LC08_L1TP_021034_20170731_20170811_01_T1,0.02,0.9800347089767456,0.8653010129928589,0.8105702996253967
models/model_1/weights_model_1.hdf5,patch_99_5_by_15_LC08_L1TP_021034_20170731_20170811_01_T1,0.02,0.9825371503829956,0.878424882888794,0.8269316554069519
models/model_1/weights_model_1.hdf5,patch_105_6_by_5_LC08_L1TP_034047_20160520_20170324_01_T1,0.03,0.8762342929840088,0.9900048971176147,0.5740679502487183
models/model_1/weights_model_1.hdf5,patch_111_6_by_11_LC08_L1TP_002054_20160520_20170324_01_T1,0.03,0.8754408359527588,0.6082214117050171,0.9932413697242737
models/model_1/weights_model_1.hdf5,patch_111_6_by_6_LC08_L1TP_047023_20160920_20170221_01_T1,0.03,0.9151950478553772,0.9864813685417175,0.6813544034957886
models/model_1/weights_model_1.hdf5,patch_117_6_by_12_LC08_L1TP_026031_20161222_20170218_01_T1,0.03,0.0868801549077034,1.0,0.0868801549077034
models/model_1/weights_model_1.hdf5,patch_117_6_by_12_LC08_L1TP_030033_20170815_20170825_01_T1,0.03,0.9927775263786316,0.22965116798877716,0.9844236969947815
models/model_1/weights_model_1.hdf5,patch_119_6_by_9_LC08_L1TP_061017_20160720_20170223_01_T1,0.03,0.9788750410079956,0.9793437123298645,0.9991336464881897
models/model_1/weights_model_1.hdf5,patch_125_6_by_20_LC08_L1TP_044027_20160220_20170224_01_T1,0.03,0.8775363564491272,0.9756835103034973,0.7785794138908386
models/model_1/weights_model_1.hdf5,patch_126_7_by_6_LC08_L1TP_034047_20160520_20170324_01_T1,0.03,0.8551703691482544,0.9956159591674805,0.8317569494247437
models/model_1/weights_model_1.hdf5,patch_129_7_by_9_LC08_L1TP_002053_20160520_20170324_01_T1,0.03,0.9853244423866272,0.9660670757293701,0.5317281484603882
models/model_1/weights_model_1.hdf5,patch_132_7_by_12_LC08_L1TP_028036_20161220_20170218_01_T1,0.03,0.9997355341911316,0.0,0.0
models/model_1/weights_model_1.hdf5,patch_134_7_by_8_LC08_L1TP_029040_20160720_20170222_01_T1,0.03,0.9612630009651184,0.6232418417930603,0.8463778495788574
models/model_1/weights_model_1.hdf5,patch_141_7_by_15_LC08_L1TP_032029_20160420_20170223_01_T1,0.03,0.7887505292892456,0.776852011680603,0.9977373480796814
models/model_1/weights_model_1.hdf5,patch_155_9_by_3_LC08_L1TP_018247_20160520_20170223_01_T1,0.03,0.1197916641831398,0.9982760548591614,0.11458418518304825
models/model_1/weights_model_1.hdf5,patch_159_8_by_12_LC08_L1TP_045020_20160720_20170221_01_T1,0.03,0.94769287109375,0.9417749643325806,0.9557886123657227
models/model_1/weights_model_1.hdf5,patch_169_8_by_15_LC08_L1TP_054019_20160820_20170221_01_T1,0.03,0.9798651933670044,0.9830939173698425,0.9960705637931824
models/model_1/weights_model_1.hdf5,patch_174_9_by_6_LC08_L1TP_032029_20160420_20170223_01_T1,0.03,0.6422569751739502,0.5451704859733582,0.9990667104721069
