model,file,hotpixels,accuracy,precision,recall
models/model_1/weights_model_1.hdf5,patch_134_7_by_8_LC08_L1TP_029040_20160720_20170222_01_T1,3,0.9689466953277588,0.7555158734321594,0.6899604201316833
models/model_1/weights_model_1.hdf5,patch_141_7_by_15_LC08_L1TP_032029_20160420_20170223_01_T1,3,0.8042941689491272,0.7904317378997803,0.9966338276863098
models/model_1/weights_model_1.hdf5,patch_155_9_by_3_LC08_L1TP_018247_20160520_20170223_01_T1,3,0.93780517578125,0.994300901889801,0.9428273439407349
models/model_1/weights_model_1.hdf5,patch_159_8_by_12_LC08_L1TP_045020_20160720_20170221_01_T1,3,0.9355536699295044,0.9665888547897339,0.9039697647094727
models/model_1/weights_model_1.hdf5,patch_169_8_by_15_LC08_L1TP_054019_20160820_20170221_01_T1,3,0.9798380732536316,0.9889327883720398,0.9899919629096985
models/model_1/weights_model_1.hdf5,patch_174_9_by_6_LC08_L1TP_032029_20160420_20170223_01_T1,3,0.7159559726715088,0.6021079421043396,0.9949538707733154
models/model_1/weights_model_1.hdf5,patch_179_9_by_11_LC08_L1TP_021034_20170731_20170811_01_T1,3,0.9782307744026184,1.0,0.2431030422449112
models/model_1/weights_model_1.hdf5,patch_183_9_by_15_LC08_L1TP_048027_20160420_20170223_01_T1,3,0.9574856162071228,0.9989261031150818,0.9232162833213806
models/model_1/weights_model_1.hdf5,patch_195_10_by_6_LC08_L1TP_032029_20160420_20170223_01_T1,3,0.8539631962776184,0.6371811032295227,0.9927950501441956
models/model_1/weights_model_1.hdf5,patch_201_9_by_9_LC08_L1TP_061009_20160720_20170223_01_T1,3,0.9973076581954956,0.0,0.0
models/model_1/weights_model_1.hdf5,patch_205_10_by_16_LC08_L1TP_026031_20161222_20170218_01_T1,3,0.1823255717754364,1.0,0.1823255717754364
